label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
one_finger,0.0,0.0,0.0,0.17695637505853176,-0.2588503107438251,-0.09417234434305456,0.2609212739265581,-0.6474914948468622,-0.14079152055947447,0.15653950023102103,-0.917663458344131,-0.19242970095060882,-0.0501195501446218,-0.9821237852440221,-0.24617019948809454,0.08930682181596825,-1.0569281374678487,-0.05421071297623259,0.09099969933548088,-1.493690537502109,-0.1430330580644727,0.08843635324292931,-1.7629289489786886,-0.197935703115844,0.07275596627498952,-1.9995945542791371,-0.235873092478349,-0.0873271636232555,-0.9933508128259902,-0.07502085810933813,-0.1205329623938361,-1.3109683353283321,-0.24964109643031374,-0.0336756044465032,-1.035234569866245,-0.3067761692388153,0.01839480131670676,-0.7977715399847738,-0.29444783746812964,-0.24117134054887746,-0.8692643432251007,-0.10364850536128013,-0.28058803675878397,-1.084728016792937,-0.28371020463267027,-0.15064318998458318,-0.7927011248753377,-0.26635883259168863,-0.08166758231457938,-0.5718331919527367,-0.19649387281661898,-0.37952346779961055,-0.6988520458149325,-0.13750942781082337,-0.4188608116727358,-0.9104742694390058,-0.25231010729767966,-0.2959620954852057,-0.734753997936276,-0.21243781993870597,-0.22225950397504668,-0.5639548993865674,-0.14668152246114727
one_finger,0.0,0.0,0.0,0.1806470304938021,-0.24366111983465538,-0.0954382232598475,0.269558148548365,-0.6258284098937603,-0.1435672995497125,0.1852265372594891,-0.9027305265922819,-0.1965363069342816,-0.018936274564865758,-0.9595764782870064,-0.25152509202889434,0.09562498757756112,-1.0560413211174444,-0.0637514175341176,0.1019460295992137,-1.4972577118788206,-0.1544688221183054,0.10253883447624434,-1.765354857047181,-0.21027623610634738,0.08738588654933828,-2.0041065447400195,-0.24918530286462945,-0.08230191965692327,-0.9930296351515994,-0.08437142722193845,-0.11065818112905697,-1.3122374504950383,-0.2595272119938054,-0.024612466209309417,-1.0344638202935312,-0.3147125144328414,0.02267816370268351,-0.7998272907397893,-0.30218009473366186,-0.23779381843955708,-0.8677763377225473,-0.1123807428647587,-0.2708375728027477,-1.0862275454708465,-0.289427455439978,-0.1419623063612885,-0.791590344461574,-0.26775054605322424,-0.07542909588338058,-0.5708211229553342,-0.19639556446504947,-0.37695349947874524,-0.6960928186344494,-0.1463742447312026,-0.40900710477604413,-0.9035468453450782,-0.2569045704535716,-0.28604215185483056,-0.7369743932744882,-0.21541759393645898,-0.21218146535182256,-0.5745301107180393,-0.1499818245716853
one_finger,0.0,0.0,0.0,0.17959496908307276,-0.2275414458520306,-0.09792131084032893,0.2663404048918042,-0.5931395721955056,-0.15124420354119064,0.20120878187648172,-0.8657296694997431,-0.21065595775774654,0.004986249956742938,-0.9450015106100291,-0.2718561192939955,0.09849766221546358,-1.0622605644800438,-0.07035025733704398,0.10294124009768313,-1.503948804847903,-0.1662977095013076,0.10109148059204083,-1.772436190690303,-0.22393655413416713,0.08119280642996742,-2.007621036164376,-0.2635050595377244,-0.07995843270071425,-0.9924470335343358,-0.09303512599519732,-0.10789758361252967,-1.2889284406511343,-0.27642801424169067,-0.013896610439404185,-0.9980245430622405,-0.3312520302169277,0.04116257320813997,-0.7627079249464228,-0.3180111415532771,-0.2389298524347962,-0.8583539199669419,-0.12415952239784364,-0.26620771076305383,-1.062402976108122,-0.3082063941605126,-0.131361072140035,-0.7649873487111313,-0.284644536895201,-0.05910325502723176,-0.5495423465480521,-0.2118323825201038,-0.3808258247619066,-0.6789610078526481,-0.16168559374012356,-0.4077603872949501,-0.8773930142962453,-0.27789223615008457,-0.2813278884022864,-0.7062559555762752,-0.23670867816968955,-0.20306415407570122,-0.5488711689220748,-0.1708025453264872
one_finger,0.0,0.0,0.0,0.18683595529838787,-0.23501069244779701,-0.09954667257058236,0.28480173294475586,-0.6038379981918085,-0.15457732964417545,0.21768069926704472,-0.8733866122055517,-0.21587460212065707,0.0209088722073735,-0.937842564513571,-0.27935933313607714,0.10630915122770018,-1.064977185446562,-0.06979166923958965,0.10540354187310087,-1.5141027825354128,-0.16811294160953671,0.10328116767536263,-1.7853686608202795,-0.22820069842290605,0.08522072727748248,-2.0217770205018666,-0.2697114659157664,-0.07084105540016473,-0.993156657139852,-0.09285149028736843,-0.08897637233584595,-1.2881216771703963,-0.28498731371690633,0.0008408626753508313,-0.9824384226363588,-0.3436928829865862,0.04930793065948942,-0.7397087779715074,-0.3304329192451506,-0.22766933070828935,-0.8595291345366187,-0.12451415702252895,-0.2568854466681576,-1.06841289580564,-0.3185131357902194,-0.12352931985864508,-0.7598464302810789,-0.29545821084074103,-0.052020622364378384,-0.5404975121414026,-0.21988364136993854,-0.36848390353907956,-0.6805561442777076,-0.1620059136865951,-0.39514265229186485,-0.8735833002924474,-0.28471684649355283,-0.2704700090645869,-0.6888771477547363,-0.24225961254993122,-0.19672185309081192,-0.5283423572022281,-0.17379553901106184
one_finger,0.0,0.0,0.0,0.19314677390802237,-0.22820194389523274,-0.1052945061541362,0.30312104476253127,-0.5942095235486147,-0.16064417739857437,0.2421465947861666,-0.8741474203711503,-0.2211667512121988,0.04810868451781403,-0.9389327734710378,-0.2839744625603886,0.11219913094493292,-1.0592105723361112,-0.07314970917902897,0.1093575369841023,-1.5075587990247468,-0.17229904111054892,0.10303569993809625,-1.7816553150581131,-0.23323844557307274,0.08293311458999686,-2.022946795108239,-0.27514683453942307,-0.0645190113930216,-0.9934460020276898,-0.09435220306949156,-0.08682420571164604,-1.3126311798263972,-0.2832203385204173,0.008529903838393115,-1.0345402099219643,-0.3432906373304731,0.06555566168084191,-0.8005210675867355,-0.3318220112937282,-0.22214846375185698,-0.8644810300881073,-0.12449914336038913,-0.24370837150360203,-1.0764487248380499,-0.31764760709402645,-0.1154723126653129,-0.7708409285022084,-0.2965622149699377,-0.04803109948088336,-0.5488059874450811,-0.22202062744250958,-0.3654936207669614,-0.6901627340061217,-0.16128285801035303,-0.3904359506428167,-0.8966778128164501,-0.28185863295746943,-0.26794101660441627,-0.7115233053101683,-0.2389295473364339,-0.19560388531029724,-0.5433577377629567,-0.17065241625478186
one_finger,0.0,0.0,0.0,0.1964291871461993,-0.23032145259015138,-0.09731697923281384,0.3028143300264637,-0.6000158563392166,-0.1484003713809658,0.2459390191483875,-0.8856025631352625,-0.20620041878017556,0.05392578538899382,-0.9245862413197596,-0.2671121528485402,0.10548236952239973,-1.0628451854777163,-0.0693232859342863,0.10190562576267562,-1.5190797144046841,-0.1633015725885164,0.09187156466872966,-1.7956450018999761,-0.22219339020670587,0.0661242967540712,-2.040264336968859,-0.26454201022282414,-0.06949662629082642,-0.993105249012104,-0.09440436069801236,-0.09662579496982233,-1.3160760169265808,-0.27735027035637444,0.005360653549875576,-1.0482755364784972,-0.336539785129596,0.065418023724217,-0.819384309926153,-0.3271323108785026,-0.22688842179525753,-0.8625541017821735,-0.12716385521187032,-0.25228848861620773,-1.0853442204637975,-0.314341667580272,-0.11516417810032352,-0.7836507168584148,-0.2940771713499275,-0.04247446357451317,-0.5582761221402592,-0.22236593837391128,-0.3692637699968058,-0.6875783893934514,-0.1663424656787013,-0.3985897180497421,-0.901146294737344,-0.28428395786238936,-0.2717141540761443,-0.7181081755741604,-0.2426356333597205,-0.1946143794895612,-0.5424941317857059,-0.17663835882925075
one_finger,0.0,0.0,0.0,0.18393073528989107,-0.23395063406752623,-0.09757920456800259,0.2806463751577804,-0.5972953615136538,-0.15259138593727328,0.22651498725041389,-0.8725568800084476,-0.2144061097088557,0.04060181587999713,-0.9045620374968937,-0.27844457665524963,0.07462837295038217,-1.0627150576793867,-0.07789094310523612,0.07028730146534086,-1.514415906532868,-0.1744993703644415,0.061414707587488286,-1.7894740422681295,-0.23395354834431611,0.03564656540931683,-2.031745567187032,-0.2763127105084204,-0.09734694935845999,-0.9897585884211118,-0.10441028731523418,-0.11658820121153236,-1.3018492649769524,-0.28762736702926717,-0.010411820129802577,-1.0425909130378255,-0.3463096121272906,0.046735040483921,-0.8255626986509031,-0.337580612187836,-0.25096760741750795,-0.853900752461081,-0.13853212232266882,-0.26391239103142505,-1.061719137147574,-0.3237201023176442,-0.12299635362499711,-0.7740553010283666,-0.3037344712441457,-0.05259023027495854,-0.5636369423531733,-0.2335789235152647,-0.39016177715911127,-0.6729199908881023,-0.17935071466580882,-0.41206833404420184,-0.8803460534224344,-0.29141180207035794,-0.2842495753348084,-0.7171373509854458,-0.24897693818960703,-0.20851284192073344,-0.5580619706746702,-0.18441756533773523
one_finger,0.0,0.0,0.0,0.18438382478205967,-0.23478038643605667,-0.10293681700445599,0.2893532341713681,-0.5941420974105144,-0.16439542668772777,0.2395915146452627,-0.8684346252508879,-0.23280925662178523,0.04817490995340783,-0.9167875749172556,-0.30396949911424354,0.07787213687308162,-1.0634108412138146,-0.08355179792168678,0.07207921301846458,-1.51328432569338,-0.1865323032429955,0.06375199060139242,-1.7788234173947213,-0.24842300990167518,0.038056474515299255,-2.0217441141239454,-0.29124521545684606,-0.09428449163715948,-0.9895966071102975,-0.10866917609198047,-0.10470839150922627,-1.286185757152522,-0.30331488418481767,0.0053411068896447875,-0.9876884472630929,-0.3614951274615753,0.06347162241553532,-0.7517108768435452,-0.3487243058962933,-0.2483216290183827,-0.852577852410261,-0.14229716624485808,-0.2541207213110852,-1.0597981644753773,-0.3367081040066583,-0.11045399583880414,-0.7506159368337995,-0.31234750552158097,-0.03765223057282175,-0.5283682956026714,-0.23572783620209198,-0.38935620591035974,-0.6687565384821045,-0.18278679383784124,-0.40779544182999944,-0.8702951275764459,-0.301849330895033,-0.27368455644277195,-0.7031794649684583,-0.2584764443672188,-0.19423389091387464,-0.545159629062822,-0.19034382761053698
one_finger,0.0,0.0,0.0,0.18872826657326247,-0.2292593983122192,-0.10276170964163361,0.2947961555780562,-0.5891210702110363,-0.16593259309142425,0.25609146417590106,-0.8742042001324639,-0.23635953536973606,0.06588688012783744,-0.9170691450184175,-0.30994638312672323,0.07518922388092789,-1.0632756346077743,-0.08999823430899707,0.07073533538059705,-1.5188531617049719,-0.1952550011093273,0.06603123795514479,-1.7905726753439566,-0.25992274885158373,0.04453362637505159,-2.0417089001868516,-0.30533764074671765,-0.09475267806154011,-0.9886568870761232,-0.11653106726155067,-0.09462536836777495,-1.2885381361784944,-0.3131028747378609,0.019566846844003713,-0.9889115064636536,-0.3724149640503319,0.07718818115118606,-0.7505938665293607,-0.36105781130590114,-0.2487723866248832,-0.8492861053210837,-0.15098592826429924,-0.24021481730280675,-1.0729818749376199,-0.34763844932310733,-0.09243498006565269,-0.7584422843860337,-0.3219593589088727,-0.020932139409318793,-0.5270068317745211,-0.24426768530624526,-0.3896011654724099,-0.6612640216327571,-0.19231245933331464,-0.39535385033558285,-0.8767695625559291,-0.3153553487800472,-0.2544671417606467,-0.7087253468814837,-0.27212304206123517,-0.17200387793522284,-0.5421755994309838,-0.20340364847199985
one_finger,0.0,0.0,0.0,0.18621664820271258,-0.2079451086357121,-0.10913514050134464,0.3053233319979757,-0.5639402229637109,-0.1791408892870075,0.2773450918863777,-0.8550376034637134,-0.25559303392936455,0.09013664332068605,-0.9069846060046871,-0.3351642765674689,0.0818866906338495,-1.0607527255032438,-0.10803773411506117,0.08131088837708161,-1.5375579174979959,-0.21874418379380742,0.07960614166622196,-1.8205150098525755,-0.2843686248826491,0.05870088398974111,-2.079133845524905,-0.3300043358299291,-0.084737799605687,-0.9874416836345085,-0.1333357669158337,-0.07123189686228573,-1.2742859062608047,-0.3344414164435815,0.044915958126320155,-0.9623407637575377,-0.3882541958566505,0.10102649293275125,-0.7207596716608345,-0.37385338987013156,-0.2355132693133418,-0.8468578293191849,-0.16710140100611573,-0.21983614393388431,-1.0750808163736365,-0.3630332960380713,-0.07262210841966865,-0.7644163054387992,-0.32798630111438676,-0.002325869086515596,-0.5345749842882334,-0.2460431294368484,-0.3753981284367858,-0.6564144036104771,-0.20908647491401094,-0.37081191842072897,-0.8737306305607412,-0.33203871030848475,-0.23046920772307078,-0.706725992458293,-0.28546647516935075,-0.15197070329086637,-0.5413242999041277,-0.21505598432379572
one_finger,0.0,0.0,0.0,0.18705660088832088,-0.21181988200533505,-0.11184174959533098,0.30432159268718795,-0.5548541471378946,-0.1857176206038963,0.2840848701455809,-0.8390641441051087,-0.26593622185126786,0.10539860383143944,-0.9011183837274198,-0.3486142899129383,0.08572153640816255,-1.0567158357120485,-0.11094721153285123,0.09314517244636343,-1.5217734940581669,-0.22021850923786943,0.08841867753812026,-1.797839501041333,-0.28617411068814974,0.06080913610957485,-2.056303279895228,-0.3336518045247398,-0.07852041284704706,-0.9875393640732869,-0.136383830317444,-0.06059836989204356,-1.263373361603558,-0.335866620078432,0.06200642151604113,-0.9665558793285375,-0.39363966049378807,0.11891929833947432,-0.7385328236829511,-0.38381887113168883,-0.227863939647371,-0.8500578099797071,-0.16992960642809843,-0.19856768533093785,-1.060968148284249,-0.36678354581281297,-0.04961136856187296,-0.7501946101364433,-0.33481214336303405,0.014031198611209484,-0.5237947042862638,-0.2552507911564582,-0.36571770854724717,-0.6630005426369435,-0.21186502346507174,-0.34981169028167336,-0.874708127068669,-0.3350335520249486,-0.21228873270583548,-0.7016840577004432,-0.28867818829671266,-0.14117920995577102,-0.5329686163048333,-0.21866814876363555
